task_id,phase,scope_level,department,district,path,depends_on,status,priority,agent_role,definition_of_done
LIV-F1-DADOS-02_San_Pedro-Itacurubi,coleta_fontes_distrito,distrito,02_San_Pedro,Itacurubi,Departamentos/02_San_Pedro/Itacurubi,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-02_San_Pedro-Itacurubi_del_Rosario,coleta_fontes_distrito,distrito,02_San_Pedro,Itacurubi_del_Rosario,Departamentos/02_San_Pedro/Itacurubi_del_Rosario,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-02_San_Pedro-Liberacion,coleta_fontes_distrito,distrito,02_San_Pedro,Liberacion,Departamentos/02_San_Pedro/Liberacion,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-02_San_Pedro-Lima,coleta_fontes_distrito,distrito,02_San_Pedro,Lima,Departamentos/02_San_Pedro/Lima,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-02_San_Pedro-Nueva_Germania,coleta_fontes_distrito,distrito,02_San_Pedro,Nueva_Germania,Departamentos/02_San_Pedro/Nueva_Germania,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-02_San_Pedro-San_Estanislao,coleta_fontes_distrito,distrito,02_San_Pedro,San_Estanislao,Departamentos/02_San_Pedro/San_Estanislao,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-02_San_Pedro-San_Pablo,coleta_fontes_distrito,distrito,02_San_Pedro,San_Pablo,Departamentos/02_San_Pedro/San_Pablo,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-02_San_Pedro-San_Pedro_de_Ycuamandiyu,coleta_fontes_distrito,distrito,02_San_Pedro,San_Pedro_de_Ycuamandiyu,Departamentos/02_San_Pedro/San_Pedro_de_Ycuamandiyu,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-02_San_Pedro-San_Vicente_Pancholo,coleta_fontes_distrito,distrito,02_San_Pedro,San_Vicente_Pancholo,Departamentos/02_San_Pedro/San_Vicente_Pancholo,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-02_San_Pedro-Santa_Rosa_del_Aguaray,coleta_fontes_distrito,distrito,02_San_Pedro,Santa_Rosa_del_Aguaray,Departamentos/02_San_Pedro/Santa_Rosa_del_Aguaray,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-02_San_Pedro-Tacuati,coleta_fontes_distrito,distrito,02_San_Pedro,Tacuati,Departamentos/02_San_Pedro/Tacuati,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-02_San_Pedro-Union,coleta_fontes_distrito,distrito,02_San_Pedro,Union,Departamentos/02_San_Pedro/Union,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-02_San_Pedro-Villa_del_Rosario,coleta_fontes_distrito,distrito,02_San_Pedro,Villa_del_Rosario,Departamentos/02_San_Pedro/Villa_del_Rosario,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-02_San_Pedro-Yataity_del_Norte,coleta_fontes_distrito,distrito,02_San_Pedro,Yataity_del_Norte,Departamentos/02_San_Pedro/Yataity_del_Norte,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-02_San_Pedro-Yrybucua,coleta_fontes_distrito,distrito,02_San_Pedro,Yrybucua,Departamentos/02_San_Pedro/Yrybucua,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-03_Cordillera-Altos,coleta_fontes_distrito,distrito,03_Cordillera,Altos,Departamentos/03_Cordillera/Altos,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-03_Cordillera-Arroyos_y_Esteros,coleta_fontes_distrito,distrito,03_Cordillera,Arroyos_y_Esteros,Departamentos/03_Cordillera/Arroyos_y_Esteros,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-03_Cordillera-Caacupe,coleta_fontes_distrito,distrito,03_Cordillera,Caacupe,Departamentos/03_Cordillera/Caacupe,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-03_Cordillera-Caraguatay,coleta_fontes_distrito,distrito,03_Cordillera,Caraguatay,Departamentos/03_Cordillera/Caraguatay,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-03_Cordillera-Emboscada,coleta_fontes_distrito,distrito,03_Cordillera,Emboscada,Departamentos/03_Cordillera/Emboscada,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-03_Cordillera-Eusebio_Ayala,coleta_fontes_distrito,distrito,03_Cordillera,Eusebio_Ayala,Departamentos/03_Cordillera/Eusebio_Ayala,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-03_Cordillera-Isla_Pucu,coleta_fontes_distrito,distrito,03_Cordillera,Isla_Pucu,Departamentos/03_Cordillera/Isla_Pucu,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-03_Cordillera-Itacurubi_de_la_Cordillera,coleta_fontes_distrito,distrito,03_Cordillera,Itacurubi_de_la_Cordillera,Departamentos/03_Cordillera/Itacurubi_de_la_Cordillera,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-03_Cordillera-Juan_de_Mena,coleta_fontes_distrito,distrito,03_Cordillera,Juan_de_Mena,Departamentos/03_Cordillera/Juan_de_Mena,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-03_Cordillera-Loma_Grande,coleta_fontes_distrito,distrito,03_Cordillera,Loma_Grande,Departamentos/03_Cordillera/Loma_Grande,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-03_Cordillera-Mbocayaty_del_Yhaguy,coleta_fontes_distrito,distrito,03_Cordillera,Mbocayaty_del_Yhaguy,Departamentos/03_Cordillera/Mbocayaty_del_Yhaguy,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-03_Cordillera-Nueva_Colombia,coleta_fontes_distrito,distrito,03_Cordillera,Nueva_Colombia,Departamentos/03_Cordillera/Nueva_Colombia,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-03_Cordillera-Piribebuy,coleta_fontes_distrito,distrito,03_Cordillera,Piribebuy,Departamentos/03_Cordillera/Piribebuy,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-03_Cordillera-Primero_de_Marzo,coleta_fontes_distrito,distrito,03_Cordillera,Primero_de_Marzo,Departamentos/03_Cordillera/Primero_de_Marzo,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-03_Cordillera-San_Bernardino,coleta_fontes_distrito,distrito,03_Cordillera,San_Bernardino,Departamentos/03_Cordillera/San_Bernardino,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-03_Cordillera-San_Jose_de_los_Arroyos,coleta_fontes_distrito,distrito,03_Cordillera,San_Jose_de_los_Arroyos,Departamentos/03_Cordillera/San_Jose_de_los_Arroyos,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-03_Cordillera-Santa_Elena,coleta_fontes_distrito,distrito,03_Cordillera,Santa_Elena,Departamentos/03_Cordillera/Santa_Elena,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-03_Cordillera-Tobati,coleta_fontes_distrito,distrito,03_Cordillera,Tobati,Departamentos/03_Cordillera/Tobati,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-03_Cordillera-Valenzuela,coleta_fontes_distrito,distrito,03_Cordillera,Valenzuela,Departamentos/03_Cordillera/Valenzuela,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-04_Guaira-Borja,coleta_fontes_distrito,distrito,04_Guaira,Borja,Departamentos/04_Guaira/Borja,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-04_Guaira-Capitan_Mauricio_Jose_Troche,coleta_fontes_distrito,distrito,04_Guaira,Capitan_Mauricio_Jose_Troche,Departamentos/04_Guaira/Capitan_Mauricio_Jose_Troche,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-04_Guaira-Coronel_Martinez,coleta_fontes_distrito,distrito,04_Guaira,Coronel_Martinez,Departamentos/04_Guaira/Coronel_Martinez,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-04_Guaira-Doctor_Botrell,coleta_fontes_distrito,distrito,04_Guaira,Doctor_Botrell,Departamentos/04_Guaira/Doctor_Botrell,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-04_Guaira-Felix_Perez_Cardozo,coleta_fontes_distrito,distrito,04_Guaira,Felix_Perez_Cardozo,Departamentos/04_Guaira/Felix_Perez_Cardozo,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-04_Guaira-General_Eugenio_A_Garay,coleta_fontes_distrito,distrito,04_Guaira,General_Eugenio_A_Garay,Departamentos/04_Guaira/General_Eugenio_A_Garay,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-04_Guaira-Independencia,coleta_fontes_distrito,distrito,04_Guaira,Independencia,Departamentos/04_Guaira/Independencia,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-04_Guaira-Itape,coleta_fontes_distrito,distrito,04_Guaira,Itape,Departamentos/04_Guaira/Itape,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-04_Guaira-Iturbe,coleta_fontes_distrito,distrito,04_Guaira,Iturbe,Departamentos/04_Guaira/Iturbe,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-04_Guaira-Jose_Fassardi,coleta_fontes_distrito,distrito,04_Guaira,Jose_Fassardi,Departamentos/04_Guaira/Jose_Fassardi,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-04_Guaira-Mbocayaty_del_Guaira,coleta_fontes_distrito,distrito,04_Guaira,Mbocayaty_del_Guaira,Departamentos/04_Guaira/Mbocayaty_del_Guaira,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-04_Guaira-Natalicio_Talavera,coleta_fontes_distrito,distrito,04_Guaira,Natalicio_Talavera,Departamentos/04_Guaira/Natalicio_Talavera,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-04_Guaira-Numi,coleta_fontes_distrito,distrito,04_Guaira,Numi,Departamentos/04_Guaira/Numi,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-04_Guaira-Paso_Yobai,coleta_fontes_distrito,distrito,04_Guaira,Paso_Yobai,Departamentos/04_Guaira/Paso_Yobai,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-04_Guaira-San_Salvador,coleta_fontes_distrito,distrito,04_Guaira,San_Salvador,Departamentos/04_Guaira/San_Salvador,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-04_Guaira-Tebicuary,coleta_fontes_distrito,distrito,04_Guaira,Tebicuary,Departamentos/04_Guaira/Tebicuary,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-04_Guaira-Villarrica,coleta_fontes_distrito,distrito,04_Guaira,Villarrica,Departamentos/04_Guaira/Villarrica,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-04_Guaira-Yataity_del_Guaira,coleta_fontes_distrito,distrito,04_Guaira,Yataity_del_Guaira,Departamentos/04_Guaira/Yataity_del_Guaira,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-05_Caaguazu-Caaguazu,coleta_fontes_distrito,distrito,05_Caaguazu,Caaguazu,Departamentos/05_Caaguazu/Caaguazu,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-05_Caaguazu-Carayao,coleta_fontes_distrito,distrito,05_Caaguazu,Carayao,Departamentos/05_Caaguazu/Carayao,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-05_Caaguazu-Coronel_Oviedo,coleta_fontes_distrito,distrito,05_Caaguazu,Coronel_Oviedo,Departamentos/05_Caaguazu/Coronel_Oviedo,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-05_Caaguazu-Doctor_Cecilio_Baez,coleta_fontes_distrito,distrito,05_Caaguazu,Doctor_Cecilio_Baez,Departamentos/05_Caaguazu/Doctor_Cecilio_Baez,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-05_Caaguazu-Doctor_Eulogio_Estigarribia,coleta_fontes_distrito,distrito,05_Caaguazu,Doctor_Eulogio_Estigarribia,Departamentos/05_Caaguazu/Doctor_Eulogio_Estigarribia,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-05_Caaguazu-Doctor_Juan_Manuel_Frutos,coleta_fontes_distrito,distrito,05_Caaguazu,Doctor_Juan_Manuel_Frutos,Departamentos/05_Caaguazu/Doctor_Juan_Manuel_Frutos,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-05_Caaguazu-Jose_Domingo_Ocampos,coleta_fontes_distrito,distrito,05_Caaguazu,Jose_Domingo_Ocampos,Departamentos/05_Caaguazu/Jose_Domingo_Ocampos,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-05_Caaguazu-La_Pastora,coleta_fontes_distrito,distrito,05_Caaguazu,La_Pastora,Departamentos/05_Caaguazu/La_Pastora,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-05_Caaguazu-Mariscal_Francisco_Solano_Lopez,coleta_fontes_distrito,distrito,05_Caaguazu,Mariscal_Francisco_Solano_Lopez,Departamentos/05_Caaguazu/Mariscal_Francisco_Solano_Lopez,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-05_Caaguazu-Nueva_Londres,coleta_fontes_distrito,distrito,05_Caaguazu,Nueva_Londres,Departamentos/05_Caaguazu/Nueva_Londres,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-05_Caaguazu-Nueva_Toledo,coleta_fontes_distrito,distrito,05_Caaguazu,Nueva_Toledo,Departamentos/05_Caaguazu/Nueva_Toledo,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-05_Caaguazu-RI_Tres_Corrales,coleta_fontes_distrito,distrito,05_Caaguazu,RI_Tres_Corrales,Departamentos/05_Caaguazu/RI_Tres_Corrales,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-05_Caaguazu-Raul_Arsenio_Oviedo,coleta_fontes_distrito,distrito,05_Caaguazu,Raul_Arsenio_Oviedo,Departamentos/05_Caaguazu/Raul_Arsenio_Oviedo,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-05_Caaguazu-Repatriacion,coleta_fontes_distrito,distrito,05_Caaguazu,Repatriacion,Departamentos/05_Caaguazu/Repatriacion,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-05_Caaguazu-San_Joaquin,coleta_fontes_distrito,distrito,05_Caaguazu,San_Joaquin,Departamentos/05_Caaguazu/San_Joaquin,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-05_Caaguazu-San_Jose_de_los_Arroyos,coleta_fontes_distrito,distrito,05_Caaguazu,San_Jose_de_los_Arroyos,Departamentos/05_Caaguazu/San_Jose_de_los_Arroyos,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-05_Caaguazu-Santa_Rosa_del_Mbutuy,coleta_fontes_distrito,distrito,05_Caaguazu,Santa_Rosa_del_Mbutuy,Departamentos/05_Caaguazu/Santa_Rosa_del_Mbutuy,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-05_Caaguazu-Simon_Bolivar,coleta_fontes_distrito,distrito,05_Caaguazu,Simon_Bolivar,Departamentos/05_Caaguazu/Simon_Bolivar,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-05_Caaguazu-Tembiapora,coleta_fontes_distrito,distrito,05_Caaguazu,Tembiapora,Departamentos/05_Caaguazu/Tembiapora,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-05_Caaguazu-Tres_de_Febrero,coleta_fontes_distrito,distrito,05_Caaguazu,Tres_de_Febrero,Departamentos/05_Caaguazu/Tres_de_Febrero,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-05_Caaguazu-Vaqueria,coleta_fontes_distrito,distrito,05_Caaguazu,Vaqueria,Departamentos/05_Caaguazu/Vaqueria,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-05_Caaguazu-Yhu,coleta_fontes_distrito,distrito,05_Caaguazu,Yhu,Departamentos/05_Caaguazu/Yhu,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-06_Caazapa-3_de_Mayo,coleta_fontes_distrito,distrito,06_Caazapa,3_de_Mayo,Departamentos/06_Caazapa/3_de_Mayo,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-06_Caazapa-Abai,coleta_fontes_distrito,distrito,06_Caazapa,Abai,Departamentos/06_Caazapa/Abai,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-06_Caazapa-Buena_Vista,coleta_fontes_distrito,distrito,06_Caazapa,Buena_Vista,Departamentos/06_Caazapa/Buena_Vista,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-06_Caazapa-Caazapa,coleta_fontes_distrito,distrito,06_Caazapa,Caazapa,Departamentos/06_Caazapa/Caazapa,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-06_Caazapa-Doctor_Moises_Bertoni,coleta_fontes_distrito,distrito,06_Caazapa,Doctor_Moises_Bertoni,Departamentos/06_Caazapa/Doctor_Moises_Bertoni,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
LIV-F1-DADOS-06_Caazapa-Fulgencio_Yegros,coleta_fontes_distrito,distrito,06_Caazapa,Fulgencio_Yegros,Departamentos/06_Caazapa/Fulgencio_Yegros,,done,P1,agente_pesquisa,Consolidar dados específicos por distrito com fonte oficial+data da fonte+data de acesso
